location,Company,Model,ModelType,Year,Kms,Fuel,Transmission,Color,No_of_owner,RTO,Insurance,Price
"Rajouri Garden, Delhi, Delhi",Hyundai,Elite i20,Sportz 1.2,2016,"19,000 km",Petrol,Manual,Grey,1st,DL,Comprehensive,"₹ 5,65,000"
"Bali Nagar, Delhi, Delhi",Maruti Suzuki,Ritz,LXi,2011,"43,000 km",Petrol,Manual,White,2nd,DL,Comprehensive,"₹ 2,15,000"
"Rohini Sector 7, Delhi, Delhi",Mahindra,XUV500,2011-2015 W6 2WD,2013,"62,000 km",Diesel,Manual,Silver,1st,HR,Comprehensive,"₹ 5,85,000"
"Rajouri Garden, Delhi, Delhi",Mercedes-Benz,GLA Class,200 d Sport,2014,"38,000 km",Diesel,Automatic,Silver,1st,DL,Comprehensive,"₹ 16,50,000"
"Subhash Nagar, Delhi, Delhi",Honda,CR-V,2.0L 2WD AT,2016,"112,000 km",Petrol,Automatic,White,2nd,DL,Not Available,"₹ 13,55,000"
"Pitampura, Delhi, Delhi",Hyundai,i10,Magna,2011,"28,000 km",Petrol,Manual,White,2nd,DL,No Insurance,"₹ 2,30,000"
"Tilak Nagar, Delhi, Delhi",Hyundai,i20,1.2 Spotz,2010,"71,000 km",Petrol,Manual,Silver,1st,DL,Comprehensive,"₹ 2,50,000"
"Tilak Nagar, Delhi, Delhi",Maruti Suzuki,Swift Dzire,1.2 Vxi BSIV,2015,"24,000 km",Petrol,Manual,White,2nd,DL,Not Available,"₹ 4,50,000"
"Pitampura, Delhi, Delhi",Renault,Duster,85PS Diesel RxE,2013,"50,000 km",Diesel,Manual,White,2nd,DL,No Insurance,"₹ 4,20,000"
"Subhash Nagar, Delhi, Delhi",Honda,City,2015-2017 i VTEC VX Option BL,2017,"43,000 km",Petrol,Automatic,Grey,2nd,DL,Not Available,"₹ 8,75,000"
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Rohtak Road, Delhi, Delhi",Jeep,Others,Others,2010,"4,500 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 4,50,000"
"Vikaspuri, Delhi, Delhi",Skoda,Superb,2008-2013 Elegance 2.0 TDI CR AT,2010,"70,000 km",Diesel,Automatic,Black,1st,HP,Comprehensive,"₹ 5,00,000"
"Rajouri Garden, Delhi, Delhi",Honda,City,Not Available,2009,"69,990 km",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"₹ 2,29,000"
"Ramesh Nagar, Delhi, Delhi",Honda,Civic,1.8 V MT,2010,"58,000 km",Petrol,Manual,Silver,1st,HR,Comprehensive,"₹ 3,15,000"
"Pitampura, Delhi, Delhi",Renault,Duster,85PS Diesel RxE,2013,"58,000 km",Diesel,Manual,Brown,1st,DL,No Insurance,"₹ 4,21,000"
"Tilak Nagar, Delhi, Delhi",Hyundai,i20,Petrol Asta,2017,"38,000 km",Petrol,Manual,White,1st,DL,Comprehensive,"₹ 6,75,000"
"Paschim Vihar, Delhi, Delhi",Maruti Suzuki,Swift Dzire,1.2 Vxi BSIV,2016,"58,000 km",CNG & Hybrids,Manual,Silver,1st,DL,Comprehensive,"₹ 3,99,000"
"Peera Garhi, Delhi, Delhi",Maruti Suzuki,A-Star,Vxi,2013,"38,000 km",Petrol,Manual,Silver,2nd,HR,Comprehensive,"₹ 2,25,000"
"New Multan Nagar, Delhi, Delhi",Mahindra,Scorpio,2002-2013 Sle,2013,"74,000 km",Diesel,Manual,White,1st,DL,Comprehensive,"₹ 5,50,000"
"Pitampura, Delhi, Delhi",Renault,Duster,85PS Diesel RxL,2014,"65,000 km",Diesel,Manual,White,1st,DL,Not Available,"₹ 4,25,000"
"Pitampura, Delhi, Delhi",Maruti Suzuki,SX4,VDI,2012,"54,000 km",Diesel,Manual,White,1st,DL,Comprehensive,"₹ 3,25,000"
"Paschim Vihar, Delhi, Delhi",Mercedes-Benz,CLA,Others,2016,"42,150 km",Petrol,Automatic,Red,2nd,DL,Comprehensive,"₹ 19,50,000"
"Tilak Nagar, Delhi, Delhi",Maruti Suzuki,Wagon R 1.0,1.0 VXi,2013,"63,000 km",Petrol,Manual,Bordeaux/Maroon,1st,DL,Comprehensive,"₹ 2,70,000"
"Pitampura, Delhi, Delhi",Mahindra,Scorpio,S6 Plus 7 Seater,2015,"50,000 km",Diesel,Manual,White,1st,DL,No Insurance,"₹ 9,00,000"
"Peera Garhi, Delhi, Delhi",Ford,Ecosport,Not Available,2013,"43,000 km",Petrol,Not Available,White,Not Available,DL,Comprehensive,"₹ 4,85,000"
"Rohini Sector 4, Delhi, Delhi",Hyundai,Verna,2016-2017 1.6 VTVT S,2017,"12,276 km",Petrol,Manual,Silver,1st,DL,No Insurance,"₹ 7,50,000"
"Pitampura, Delhi, Delhi",Hyundai,Creta,1.6 SX,2019,"10,000 km",Petrol,Automatic,Silver,1st,HR,Comprehensive,"₹ 14,25,000"
"Tilak Nagar, Delhi, Delhi",Maruti Suzuki,Wagon R 1.0,1.0 LXi,2009,"84,500 km",CNG & Hybrids,Manual,Silver,Not Available,DL,Third Party,"₹ 1,15,000"
"MBS Nagar, Delhi, Delhi",Hyundai,Santro Xing,GLS,2011,"52,000 km",Petrol,Manual,Silver,1st,DL,Comprehensive,"₹ 1,90,000"
"New Multan Nagar, Delhi, Delhi",Tata,Nano GenX,GenX XM,2016,"74,000 km",CNG & Hybrids,Manual,White,1st,DL,Comprehensive,"₹ 1,25,000"
"Rajouri Garden, Delhi, Delhi",Hyundai,i10,Era,2011,"38,000 km",Petrol,Manual,Gold,1st,DL,Comprehensive,"₹ 1,99,000"
"Rohini Sector 2, Delhi, Delhi",Hyundai,EON,Era Plus,2015,"20,000 km",Petrol,Manual,Grey,1st,HR,Zero Dep,"₹ 2,75,000"
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"New Multan Nagar, Delhi, Delhi",Hyundai,i20,1.2 Asta Option,2015,"62,000 km",Petrol,Manual,Silver,1st,DL,No Insurance,"₹ 5,50,000"
"Subhash Nagar, Delhi, Delhi",Maruti Suzuki,Baleno RS,Petrol,2019,"30,000 km",Petrol,Manual,White,1st,DL,Not Available,"₹ 6,70,000"
"Subhash Nagar, Delhi, Delhi",Audi,A6,Not Available,2015,"65,000 km",Diesel,Automatic,Silver,2nd,DL,Not Available,"₹ 15,85,000"
"Pitampura, Delhi, Delhi",Maruti Suzuki,Ritz,Zxi BS-IV,2014,"36,000 km",Petrol,Manual,Silver,2nd,DL,Comprehensive,"₹ 3,50,000"
"Vikaspuri, Delhi, Delhi",Hyundai,i20,2012-2014 Magna Optional 1.2,2013,"66,000 km",Petrol,Manual,Grey,1st,DL,No Insurance,"₹ 3,50,000"
"Rajouri Garden, Delhi, Delhi",Mahindra,Scorpio,S6 Plus 7 Seater,2016,"62,000 km",Diesel,Manual,White,2nd,DL,Comprehensive,"₹ 8,31,000"
"Keshopur, Delhi, Delhi",Toyota,Fortuner,3.0 4x2 Automatic,2017,"75,000 km",Diesel,Automatic,Grey,1st,DL,No Insurance,"₹ 26,50,000"
"MBS Nagar, Delhi, Delhi",Mercedes-Benz,CLS-Class,250 CDI,2014,"120,000 km",Diesel,Automatic,Blue,1st,UK,Third Party,"₹ 27,00,000"
"Pitampura, Delhi, Delhi",Maruti Suzuki,Vitara Brezza,ZDi,2017,"27,193 km",Diesel,Manual,Silver,Not Available,DL,Not Available,"₹ 6,70,000"
"Rajouri Garden, Delhi, Delhi",Maruti Suzuki,Ciaz,Smart Hybrid Alpha,2019,"10,000 km",Petrol,Automatic,Blue,1st,HR,No Insurance,"₹ 10,25,000"
"Pitampura, Delhi, Delhi",Maruti Suzuki,Ertiga,SHVS VDI Limited Edition,2017,"35,000 km",Diesel,Manual,Silver,2nd,DL,Comprehensive,"₹ 7,20,000"
"Pitampura, Delhi, Delhi",Toyota,Innova,2.0 VX 7 STR BS-IV,2012,"55,000 km",Diesel,Manual,Gold,2nd,DL,No Insurance,"₹ 6,90,000"
"Pitampura, Delhi, Delhi",Hyundai,Creta,1.6 E Plus,2017,"52,000 km",Petrol,Manual,White,1st,DL,Comprehensive,"₹ 8,50,000"
"Pitampura, Delhi, Delhi",Hyundai,i20,2009-2011 Magna,2009,"60,000 km",Petrol,Manual,Black,2nd,DL,Third Party,"₹ 2,10,000"
"Tilak Nagar, Delhi, Delhi",Mercedes-Benz,GLA,Others,2015,"71,000 km",Diesel,Automatic,Red,1st,DL,Comprehensive,"₹ 14,65,000"
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Tilak Nagar, Delhi, Delhi",Honda,City,2014-2015 i VTEC S,2014,"56,000 km",Diesel,Manual,White,1st,DL,Not Available,"₹ 5,75,000"
"Peera Garhi, Delhi, Delhi",Honda,Amaze,Not Available,2016,"48,000 km",Diesel,Not Available,White,Not Available,DL,Not Available,"₹ 4,35,000"
"Hari Nagar, Delhi, Delhi",Maruti Suzuki,Swift,LXI Option,2017,"62,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 4,10,000"
"Hari Nagar, Delhi, Delhi",Hyundai,Grand i10,2013-2016 Sportz,2016,"70,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 4,10,000"
"Peera Garhi, Delhi, Delhi",Maruti Suzuki,Swift,LXI,2009,"63,000 km",CNG & Hybrids,Manual,White,2nd,DL,Comprehensive,"₹ 1,60,000"
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Vikaspuri, Delhi, Delhi",Tata,Zest,Not Available,2015,"56,000 km",Petrol,Manual,Silver,1st,DL,Comprehensive,"₹ 3,25,000"
"Pitampura, Delhi, Delhi",Hyundai,Grand i10,2013-2016 CRDi Sportz,2013,"65,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,10,000"
"Rajouri Garden, Delhi, Delhi",Honda,Civic,1.8 (E) MT,2007,"100,000 km",CNG & Hybrids,Manual,Not Available,4th,Not Available,Not Available,"₹ 85,000"
"Rohini Sector 3, Delhi, Delhi",Mahindra,XUV500,W6 1.99 mHawk,2015,"71,000 km",Diesel,Manual,White,1st,HR,Comprehensive,"₹ 6,75,000"
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Rajouri Garden, Delhi, Delhi",Maruti Suzuki,SX4,Vxi BSIV,2010,"72,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,90,000"
"Hari Nagar, Delhi, Delhi",Toyota,Fortuner,2.7 2WD AT,2014,"76,000 km",Diesel,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 13,20,000"
"New Multan Nagar, Delhi, Delhi",Ford,Fiesta,2004-2010 1.4 Duratorq ZXI,2010,"60,000 km",Petrol,Manual,White,2nd,DL,Comprehensive,"₹ 1,95,000"
"Tilak Nagar, Delhi, Delhi",Chevrolet,Spark,1.0 LS,2010,"72,000 km",Petrol,Manual,White,1st,DL,Third Party,"₹ 1,05,000"
"Rajouri Garden, Delhi, Delhi",Honda,City,2008-2011 1.5 S MT,2011,"55,000 km",Petrol,Manual,White,1st,DL,Not Available,"₹ 3,50,000"
"Rohini Avantika, Delhi, Delhi",Bajaj,Others,Others,2008,45 km,Petrol,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 15,000"
"Ashok Nagar, Delhi, Delhi",Maruti Suzuki,Alto K10,2010-2014 LXI,2014,"54,213 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,25,000"
"Rajouri Garden, Delhi, Delhi",Ford,Figo,Not Available,2011,"61,233 km",Petrol,Not Available,Not Available,Not Available,Not Available,Not Available,"₹ 1,62,000"
"Peera Garhi, Delhi, Delhi",Maruti Suzuki,Alto,Green LXi (CNG),2012,"59,000 km",CNG & Hybrids,Manual,White,1st,DL,Comprehensive,"₹ 1,65,000"
"Vikaspuri, Delhi, Delhi",Mahindra,Quanto,C6,2013,"37,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,80,000"
"Ambica Vihar, Delhi, Delhi",Mahindra,XUV500,2011-2015 W8 2WD,2012,"115,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 3,10,000"
"Paschim Vihar, Delhi, Delhi",Hyundai,Getz Prime,Getz Prime 1.3 GLX,2007,"132,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,00,000"
"Peera Garhi, Delhi, Delhi",Maruti Suzuki,Alto K10,VXI,2011,"53,000 km",Petrol,Manual,Other,3rd,HR,No Insurance,"₹ 1,49,999"
"Rohini Sector 4, Delhi, Delhi",Renault,Duster,85PS Diesel RxE,2014,"47,201 km",Diesel,Manual,White,2nd,DL,Comprehensive,"₹ 4,50,000"
"Subhash Nagar, Delhi, Delhi",Maruti Suzuki,Esteem,Vxi,2007,"75,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 62,000"
"Hari Nagar, Delhi, Delhi",Maruti Suzuki,Swift Dzire,VDI,2012,"85,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,70,000"
"Hari Nagar, Delhi, Delhi",Honda,Brio,1.2 E MT,2014,"9,500 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 3,30,000"
"Peera Garhi, Delhi, Delhi",Ford,Figo,Duratorq ZXI 1.4,2012,"58,000 km",Diesel,Manual,White,1st,DL,Comprehensive,"₹ 2,15,000"
"Paschim Vihar, Delhi, Delhi",Porsche,Cayman,S Tiptronic,2007,"35,600 km",Petrol,Automatic,Silver,1st,DL,Comprehensive,"₹ 26,75,000"
"Rohini Sector 3, Delhi, Delhi",Mahindra,Scorpio,2009-2014 SLE BSIV,2012,"65,000 km",Diesel,Manual,Silver,2nd,DL,Comprehensive,"₹ 3,99,000"
"Rohini Sector 7, Delhi, Delhi",Maruti Suzuki,Vitara Brezza,VDi,2016,"45,000 km",Diesel,Manual,Red,1st,HR,Comprehensive,"₹ 5,60,000"
"Peera Garhi, Delhi, Delhi",Maruti Suzuki,Wagon R 1.0,1.0 LXi,2015,"32,000 km",Petrol,Manual,White,1st,DL,No Insurance,"₹ 2,90,000"
"Pitampura, Delhi, Delhi",Hyundai,i20,2009-2011 Magna,2013,"45,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,35,000"
"Punjabi Bagh West, Delhi, Delhi",Hyundai,i20,2012-2014 Magna Optional 1.2,2014,"48,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,65,000"
"Rohini Sector 4, Delhi, Delhi",Hyundai,i20,Sportz 1.2 BS-IV,2015,"69,000 km",Petrol,Manual,White,2nd,DL,No Insurance,"₹ 4,50,000"
"Rajouri Garden, Delhi, Delhi",Mahindra,Thar,2010-2015 4X4,2021,"2,500 km",Diesel,Manual,Black,1st,DL,Zero Dep,"₹ 18,99,000"
"Paschim Vihar, Delhi, Delhi",Audi,A6,2.8 FSI,2012,"42,100 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 14,00,000"
"Pitampura, Delhi, Delhi",Hyundai,Verna,Not Available,2013,"65,000 km",CNG & Hybrids,Manual,Silver,3rd,DL,Comprehensive,"₹ 3,89,000"
"Peera Garhi, Delhi, Delhi",Maruti Suzuki,Alto,2005-2010 LXi BSIII,2007,"52,000 km",Petrol,Manual,Red,1st,DL,No Insurance,"₹ 95,000"
"New Multan Nagar, Delhi, Delhi",Maruti Suzuki,Alto 800,CNG LXI,2013,"61,000 km",CNG & Hybrids,Manual,Silver,1st,DL,Comprehensive,"₹ 2,45,000"
"Pitampura, Delhi, Delhi",Skoda,Superb,Not Available,2011,"57,000 km",Petrol,Automatic,White,1st,DL,Comprehensive,"₹ 3,95,000"
"MBS Nagar, Delhi, Delhi",Hyundai,Grand i10,1.2 CRDi Sportz Option,2014,"68,000 km",Diesel,Manual,Grey,1st,DL,Comprehensive,"₹ 3,50,000"
"Pitampura, Delhi, Delhi",Toyota,Innova,2.5 GX (Diesel) 8 Seater,2013,"100,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 6,25,000"
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Punjabi Bagh West, Delhi, Delhi",Maruti Suzuki,Vitara Brezza,VDi,2019,"29,500 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 8,20,000"
"Paschim Vihar, Delhi, Delhi",BMW,5 Series,520d,2011,"85,000 km",Diesel,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 11,50,000"
"Shivaji Enclave, Delhi, Delhi",Toyota,Fortuner,Others,2012,"109,000 km",Diesel,Automatic,Not Available,3rd,Not Available,Not Available,"₹ 10,50,000"
"New Multan Nagar, Delhi, Delhi",Honda,Amaze,2013-2016 EX i-Vtech,2013,"56,000 km",Petrol,Manual,White,2nd,DL,No Insurance,"₹ 3,25,000"
"Rohini Avantika, Delhi, Delhi",Toyota,Glanza,V,2020,"12,700 km",Petrol,Manual,White,1st,HR,Comprehensive,"₹ 7,76,400"
"Rajouri Garden, Delhi, Delhi",Hyundai,i10,2007-2010 Magna 1.2,2009,"25,000 km",Petrol,Manual,Bordeaux/Maroon,1st,DL,Comprehensive,"₹ 1,75,000"
"Rajouri Garden, Delhi, Delhi",Renault,KWID,1.0 RXT Optional,2018,"18,600 km",Petrol,Automatic,White,1st,UP,Comprehensive,"₹ 3,62,700"
"Paschim Vihar, Delhi, Delhi",Honda,Civic,1.8 S AT,2009,"75,000 km",Petrol,Automatic,Not Available,3rd,Not Available,Not Available,"₹ 1,65,000"
"Chand Nagar, Delhi, Delhi",Hyundai,i10,Magna,2013,"74,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 3,00,000"
"Madipur, Delhi, Delhi",Maruti Suzuki,SX4,VDI,2013,"40,194 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 3,50,000"
"Rajouri Garden, Delhi, Delhi",Hyundai,Grand i10,1.2 Kappa Sportz Option,2013,"16,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 4,27,000"
"Vikaspuri, Delhi, Delhi",Maruti Suzuki,Swift Dzire,LDI,2015,"49,000 km",Diesel,Manual,Silver,1st,DL,Comprehensive,"₹ 4,10,000"
"Ashok Nagar, Delhi, Delhi",Maruti Suzuki,Estilo,VXi,2011,"64,000 km",Petrol,Manual,White,2nd,DL,Not Available,"₹ 1,48,000"
"Asalatpur Village, Delhi, Delhi",Mini,5 DOOR,Cooper D,2013,"64,000 km",Diesel,Automatic,Blue,1st,HR,No Insurance,"₹ 15,49,000"
"Pitampura, Delhi, Delhi",Tata,Tiago,XZ Diesel,2018,"33,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 4,50,000"
"Nilothi, Delhi, Delhi",Chevrolet,Beat,2010-2013 Diesel LT,2013,22 km,Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,50,000"
"Milap Nagar, Delhi, Delhi",Hyundai,Sonata Embera,Sonata Embera Manual (Leather),2006,"64,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,50,000"
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Rohini Sector 4, Delhi, Delhi",Maruti Suzuki,Celerio,VXI AMT,2017,"41,000 km",Petrol,Automatic,White,1st,DL,Comprehensive,"₹ 4,25,000"
"Tagore Garden, Delhi, Delhi",Hyundai,i20,1.4 Magna Executive,2018,"18,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 4,99,999"
"Sunder Vihar, Delhi, Delhi",Maruti Suzuki,Baleno RS,Petrol,2017,"15,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 6,50,000"
"Bali Nagar, Delhi, Delhi",Ford,Figo,1.5D Titanium MT,2016,"44,000 km",Diesel,Manual,Silver,1st,DL,Comprehensive,"₹ 3,75,000"
"Vikaspuri, Delhi, Delhi",Maruti Suzuki,Vitara Brezza,VDi AMT,2018,"24,000 km",Diesel,Automatic,Grey,1st,DL,Comprehensive,"₹ 8,50,000"
"Vikaspuri, Delhi, Delhi",Maruti Suzuki,Baleno,1.2 Delta,2017,"40,000 km",Petrol,Manual,White,1st,DL,No Insurance,"₹ 5,51,000"
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Rohini Sector 7, Delhi, Delhi",Mahindra,XUV500,2011-2015 W8-2WD,2014,"65,000 km",Diesel,Manual,Other,1st,DL,Comprehensive,"₹ 6,50,000"
"Subhash Nagar, Delhi, Delhi",Toyota,Etios,1.5 V,2011,"90,555 km",Petrol,Manual,Silver,1st,DL,Comprehensive,"₹ 2,75,000"
"Raja Garden, Delhi, Delhi",Hyundai,i20,2010-2012 1.4 CRDi Sportz,2012,"64,000 km",Diesel,Manual,White,1st,DL,Comprehensive,"₹ 3,25,000"
"Vikaspuri, Delhi, Delhi",Maruti Suzuki,Baleno,1.2 Zeta,2018,"2,900 km",Petrol,Manual,Grey,1st,DL,Zero Dep,"₹ 6,60,000"
"Vikaspuri, Delhi, Delhi",Mahindra,XUV500,W6 2WD,2017,"59,000 km",Diesel,Manual,Silver,1st,DL,Zero Dep,"₹ 9,50,000"
"MBS Nagar, Delhi, Delhi",Force Motors,Trax Cruiser,Not Available,2013,"25,000 km",Diesel,Not Available,White,2nd,PB,Not Available,"₹ 15,50,000"
"Ashok Nagar, Delhi, Delhi",Datsun,GO Plus,Style,2015,"62,200 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,75,000"
"Pitampura, Delhi, Delhi",Mahindra,Scorpio,Not Available,2014,"72,000 km",Diesel,Manual,Green,1st,DL,Comprehensive,"₹ 4,80,000"
"Rohini Sector 7, Delhi, Delhi",Hyundai,i20,1.2 Asta,2014,"65,000 km",Petrol,Manual,White,Not Available,DL,Not Available,"₹ 4,65,000"
"Paschim Vihar, Delhi, Delhi",Maruti Suzuki,SX4,Green Vxi (CNG),2009,"66,000 km",CNG & Hybrids,Manual,White,1st,DL,Comprehensive,"₹ 1,55,000"
"Rohini Sector 7, Delhi, Delhi",Hyundai,i20,1.2 Asta,2015,"58,000 km",Diesel,Manual,Silver,Not Available,DL,Not Available,"₹ 4,85,000"
"Pitampura, Delhi, Delhi",Maruti Suzuki,Swift,VDI,2016,"89,589 km",Diesel,Manual,Colorless,1st,Not Available,Yes,"₹ 5,00,000"
"Kamaruddin Nagar, Delhi, Delhi",Other Brands,Others,Others,2013,"30,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,55,000"
"Rajouri Garden, Delhi, Delhi",Ford,Figo,Not Available,2011,"75,553 km",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"₹ 1,62,000"
"Rohini Sector 2, Delhi, Delhi",Hyundai,Accent,Executive,2009,"67,000 km",CNG & Hybrids,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,60,000"
"Jawalaheri, Delhi, Delhi",Maruti Suzuki,Celerio,CNG VXI MT,2018,"54,000 km",CNG & Hybrids,Manual,Not Available,2nd,DL,Comprehensive,"₹ 4,25,000"
"Khyala, Delhi, Delhi",Hyundai,Elantra,SX Optional 1.6 Diesel,2013,"81,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 4,20,000"
"Jawalaheri, Delhi, Delhi",Honda,Civic,1.8 S MT Inspire,2011,"65,000 km",Petrol,Manual,Not Available,2nd,Not Available,Comprehensive,"₹ 2,60,000"
"Vikaspuri, Delhi, Delhi",Mercedes-Benz,New C-Class,Coupe C43 AMG,2019,"4,000 km",Petrol,Automatic,Black,1st,HR,Comprehensive,"₹ 71,99,000"
"Pitampura, Delhi, Delhi",Mahindra,XUV500,W8 2WD,2013,"68,000 km",Diesel,Manual,Silver,2nd,UP,Comprehensive,"₹ 5,65,000"
"Vikaspuri, Delhi, Delhi",Mercedes-Benz,CLA,200 CDI Sport,2018,"16,000 km",Diesel,Automatic,Blue,2nd,CH,Zero Dep,"₹ 26,50,000"
"Paschim Vihar, Delhi, Delhi",Honda,Amaze,1.5 SMT I DTEC,2015,"176,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,29,000"
"Tilak Nagar, Delhi, Delhi",Maruti Suzuki,Others,Not Available,2013,"66,045 km",Diesel,Manual,White,2nd,DL,No Insurance,"₹ 2,45,000"
"Chand Nagar, Delhi, Delhi",Mahindra,Rexton,Rexton,2014,"82,500 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 7,25,000"
"Vikaspuri, Delhi, Delhi",Mahindra,XUV500,W11 Option AT AWD,2018,"20,000 km",Diesel,Automatic,Colorless,1st,Not Available,Comprehensive,"₹ 17,00,000"
"Pitampura, Delhi, Delhi",Maruti Suzuki,Ciaz,2014-2017 VXi Plus,2014,"25,000 km",Petrol,Manual,Brown,1st,DL,No Insurance,"₹ 5,50,000"
"Bali Nagar, Delhi, Delhi",Maruti Suzuki,Swift Dzire,VXI,2011,"68,000 km",Petrol,Manual,Silver,2nd,CH,No Insurance,"₹ 1,85,000"
"Vikaspuri, Delhi, Delhi",Kia,Seltos,HTK Plus G,2019,"32,000 km",Petrol,Manual,Silver,1st,DL,Zero Dep,"₹ 11,75,000"
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Pratap Vihar, Delhi, Delhi",Chevrolet,Beat,2010-2013 Option Pack,2010,"87,000 km",CNG & Hybrids,Manual,Not Available,4th,Not Available,Not Available,"₹ 1,21,000"
"Paschim Vihar, Delhi, Delhi",Maruti Suzuki,Swift Dzire,Vdi BSIV,2017,"56,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,45,000"
"Hari Nagar, Delhi, Delhi",Honda,Mobilio,S i-DTEC,2014,"92,000 km",Diesel,Manual,Not Available,3rd,Not Available,Not Available,"₹ 3,40,000"
"Rajouri Garden, Delhi, Delhi",Mahindra,Scorpio,2009-2014 SLE BSIV,2011,"75,000 km",Diesel,Manual,Silver,2nd,DL,Comprehensive,"₹ 3,00,000"
"Pitampura, Delhi, Delhi",Maruti Suzuki,Ciaz,2014-2017 VDi Plus,2016,"84,000 km",Diesel,Manual,Colorless,1st,Not Available,Not Available,"₹ 6,50,000"
"Rajouri Garden, Delhi, Delhi",Hyundai,i10,Magna,2011,"49,000 km",Petrol,Manual,Red,1st,DL,Third Party,"₹ 2,15,000"
"Pitampura, Delhi, Delhi",Maruti Suzuki,Ertiga,2012-2015 ZDI,2013,"72,500 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 4,75,000"
"Paschim Vihar, Delhi, Delhi",Maruti Suzuki,Swift,VVT ZXI,2015,"39,000 km",Petrol,Manual,Silver,1st,DL,Comprehensive,"₹ 4,65,000"
